"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles"
"CHEMBL416";"METHOXSALEN";"8-METHOXSALEN|8-METHOXYPSORALEN|8-MOP|DELTASORALEN|MELADININE|METHOXSALEN|METOXALEN|Methoxsalen|NSC-45923|OXSORALEN-ULTRA|OXYPSORALEN|Oxsoralen|PUVALEN|PUVASORALEN-8|SM-88 COMPONENT METHOXSALEN|UVADEX|VITPSO|XANTHOTOXIN";"NSC-45923|SM-88 COMPONENT METHOXSALEN";"4.0";"Actavis Inc|Mallinckrodt Hosp Products Ip Ltd|Ani Pharmaceuticals Inc|Valeant Pharmaceuticals International|Strides Pharma Global Pte Ltd|Bausch Health Americas Inc";"'-sal-'";"";"anti-inflammatory agents (salicylic acid derivatives)";"'-sal-(-sal-)'";"1954";"D05BA02 | D05AD02";"D05BA - Psoralens for systemic use | D05AD - Psoralens for topical use";"D05B - ANTIPSORIATICS FOR SYSTEMIC USE | D05A - ANTIPSORIATICS FOR TOPICAL USE";"D05 - ANTIPSORIATICS | D05 - ANTIPSORIATICS";"D - DERMATOLOGICALS | D - DERMATOLOGICALS";"Pigmentation Agent";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"1";"1";"Prescription Only";"COc1c2occc2cc2ccc(=O)oc12"
"CHEMBL57004";"SITAMAQUINE";"SITAMAQUINE|WR 6026";"WR 6026";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCN(CC)CCCCCCNc1cc(OC)cc2c(C)ccnc12"
"CHEMBL3545017";"GTX-758";"Capesaris|GTX 758|GTx-758";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(c1ccc(O)c(F)c1)N(c1ccc(O)cc1)c1ccc(F)cc1"
"CHEMBL4802157";"ELINZANETANT";"BAY-3427080|BAY3427080|ELINZANETANT|NT-814";"BAY-3427080|BAY3427080|NT-814";"3.0";"";"'-tant'";"2021";"tachykinin (neurokinin) receptor antagonists: NK3 receptor antagonists";"'-tant(-tant (-netant))'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"Cc1cc(F)ccc1-c1cc(N2C[C@H]3COCCN3C[C@H]2CO)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1"
"CHEMBL1200538";"BETAMETHASONE ACETATE";"BETAMETHASONE 21-ACETATE|BETAMETHASONE ACETATE|NSC-759196";"NSC-759196";"4.0";"Organon Llc A Sub Of Organon And Co|American Regent Inc";"";"";"";"";"1965";"A07EA04 | C05AA05 | S01BA06 | S03BA03 | D07XC01 | R03BA04 | S02BA07 | R01AD06 | S01CB04 | D07AC01 | H02AB01";"A07EA - Corticosteroids acting locally | C05AA - Corticosteroids | S01BA - Corticosteroids, plain | S03BA - Corticosteroids | D07XC - Corticosteroids, potent, other combinations | R03BA - Glucocorticoids | S02BA - Corticosteroids | R01AD - Corticosteroids | S01CB - Corticosteroids/antiinfectives/mydriatics in combination | D07AC - Corticosteroids, potent (group III) | H02AB - Glucocorticoids";"A07E - INTESTINAL ANTIINFLAMMATORY AGENTS | C05A - AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE | S01B - ANTIINFLAMMATORY AGENTS | S03B - CORTICOSTEROIDS | D07X - CORTICOSTEROIDS, OTHER COMBINATIONS | R03B - OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS | S02B - CORTICOSTEROIDS | R01A - DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE | S01C - ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION | D07A - CORTICOSTEROIDS, PLAIN | H02A - CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN";"A07 - ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS | C05 - VASOPROTECTIVES | S01 - OPHTHALMOLOGICALS | S03 - OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS | D07 - CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS | R03 - DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES | S02 - OTOLOGICALS | R01 - NASAL PREPARATIONS | S01 - OPHTHALMOLOGICALS | D07 - CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS | H02 - CORTICOSTEROIDS FOR SYSTEMIC USE";"A - ALIMENTARY TRACT AND METABOLISM | C - CARDIOVASCULAR SYSTEM | S - SENSORY ORGANS | S - SENSORY ORGANS | D - DERMATOLOGICALS | R - RESPIRATORY SYSTEM | S - SENSORY ORGANS | R - RESPIRATORY SYSTEM | S - SENSORY ORGANS | D - DERMATOLOGICALS | H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS";"Glucocorticoid";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"1";"0";"1";"0";"0";"Prescription Only";"CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"
"CHEMBL500826";"SODIUM PROPIONATE";"E281|Sodium Propionate";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"Pharmaceutic Aid (preservative)";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCC(=O)[O-].[Na+]"
"CHEMBL1908841";"LEVOLEUCOVORIN";"(6S)-LEUCOVORIN|(S)-LEUCOVORIN|KHAPZORY|L-FOLINIC ACID|LEVOFOLENE|LEVOFOLINIC ACID|LEVOLEUCOVORIN|LFP-754";"LFP-754";"4.0";"Sandoz Inc|Novast Laboratories Ltd|Gland Pharma Ltd|Praxgen Pharmaceuticals Llc|Actavis Llc|Acrotech Biopharma Inc|Meitheal Pharmaceuticals Inc|Acrotech Biopharma Llc|Amneal Eu Ltd|Hikma Pharmaceuticals Usa Inc";"";"1991";"";"";"2008";"";"";"";"";"";"Antidote (to folic acid antagonists)";"US-6500829-B1";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O"
"CHEMBL1254771";"SAFOTIBANT";"FOV-2304|FOV2304|FOV2304 FREE BASE|LF 22-0542|LF-22-0542|LF22-0542|SAFOTIBANT PHOSPHATE|Safotibant";"FOV-2304|LF22-0542";"2.0";"";"'-tibant'";"";"antiasthmatics (bradykinin antagonists)";"'-tibant(-tibant)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N(C)Cc2ccc(C3=NCCN3)cc2)c(C)c1"
"CHEMBL1639";"ALISKIREN";"ALISKIREN|Aliskiren|RASILEZ|SPP-100|SPP100";"SPP-100|SPP100";"4.0";"Anchen Pharmaceuticals Inc|Novartis Pharmaceuticals Corp|Noden Pharma Dac";"'-kiren'";"2005";"renin inhibitors";"'-kiren(-kiren)'";"2007";"C09XA02";"C09XA - Renin-inhibitors";"C09X - OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM";"C09 - AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM";"C - CARDIOVASCULAR SYSTEM";"";"US-8168616-B1";"1:Synthetic Small Molecule";"0";"1";"Single Stereoisomer";"0";"1";"0";"0";"1";"Prescription Only";"COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC"
"CHEMBL3260505";"MBX-2982";"MBX-2982";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCc1cnc(N2CCC(c3nc(COc4ccc(-n5cnnn5)cc4)cs3)CC2)nc1"
"CHEMBL551813";"BI-671800";"Actimis|BI 671800|BI-671800|BI671800";"BI 671800|BI671800";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O"
"CHEMBL1201195";"CEFMETAZOLE";"CEFMETAZOLE|U-72791";"U-72791";"4.0";"Pharmacia And Upjohn Co";"'cef-'";"1987";"cephalosporins";"'cef-(cef-)'";"1989";"J01DC09";"J01DC - Second-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21"
"CHEMBL4091374";"LANIFIBRANOR";"IVA-337|IVA337|LANIFIBRANOR";"IVA-337|IVA337";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(O)CCCc1cc2cc(Cl)ccc2n1S(=O)(=O)c1ccc2ncsc2c1"
"CHEMBL603";"ZAFIRLUKAST";"Accolate|ICI 204,219|ICI-204,219|ICI-204219|ZAFIRLUKAST";"ICI 204,219|ICI-204219";"4.0";"Strides Pharma Global Pte Ltd|Rising Pharmaceuticals Inc|Annora Pharma Private Ltd|Dr Reddys Laboratories Ltd";"'-ast'";"1995";"antiasthmatics/antiallergics (not acting primarily as antihistamines): leukotriene receptor antagonists";"'-ast(-ast (-lukast))'";"1996";"R03DC01";"R03DC - Leukotriene receptor antagonists";"R03D - OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES";"R03 - DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES";"R - RESPIRATORY SYSTEM";"Anti-Asthmatic (leukotriene antagonist)";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12"
"CHEMBL563251";"PF-03463275";"PF-03463275|PF-3463275";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CN1C[C@@H]2[C@H](C1)[C@H]2CN(Cc1ccc(F)c(Cl)c1)C(=O)c1cn(C)cn1"
"CHEMBL1257073";"TECOVIRIMAT";"SIGA-246|ST 246|ST-246|TECOVIRIMAT|TECOVIRIMAT MONOHYDRATE|TPOXX";"SIGA-246|ST 246|ST-246";"4.0";"Siga Technologies Inc";"'-vir-'";"2008";"antivirals: antiviral, disrupts viral maturation";"'-vir-(-vir- (-virimat))'";"2018";"J05AX24";"J05AX - Other antivirals";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"US-7737168-B2";"1:Synthetic Small Molecule";"1";"1";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"O=C(NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@@H]2C1=O)c1ccc(C(F)(F)F)cc1"
"CHEMBL282575";"ESTRADIOL BENZOATE";"BENZESTROFOL|BENZOGYNESTRYL|BENZTRONE|BETA-ESTRADIOL BENZOATE|DIFOLLICULIN|ESTRADIOL 3-BENZOATE|ESTRADIOL BENZOATE|ESTRADIOL MONOBENZOATE|Estradiol benzoate|FOLLIDRIN|NSC-9566|OESTRADIOL BENZOATE|PROGYNON B OLEOSO";"NSC-9566";"4.0";"";"'estr-'";"";"estrogens";"'estr-(estr-)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O"
"CHEMBL4101807";"VOXELOTOR";"GBT-440|GBT440|GTX-011|OXBRYTA|VOXELOTOR";"GBT-440|GBT440|GTX-011";"4.0";"Global Blood Therapeutics Inc";"";"2017";"";"";"2019";"B06AX03";"B06AX - Other hematological agents";"B06A - OTHER HEMATOLOGICAL AGENTS";"B06 - OTHER HEMATOLOGICAL AGENTS";"B - BLOOD AND BLOOD FORMING ORGANS";"";"US-9018210-B2";"1:Synthetic Small Molecule";"1";"1";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O"
"CHEMBL1201237";"LEVOBUNOLOL";"BUNOLOL, (-)-|BUNOLOL, (S)-|LEVOBUNOLOL|Levobunolol";"";"4.0";"Apotex Inc|Sandoz Inc|Bausch And Lomb Pharmaceuticals Inc|Alcon Laboratories Inc|Allergan Pharmaceutical|Akorn Operating Co Llc";"'-olol'";"1979";"beta-blockers (propranolol type)";"'-olol(-olol)'";"1985";"S01ED03";"S01ED - Beta blocking agents";"S01E - ANTIGLAUCOMA PREPARATIONS AND MIOTICS";"S01 - OPHTHALMOLOGICALS";"S - SENSORY ORGANS";"Anti-Adrenergic (beta-receptor)";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"1";"0";"Prescription Only";"CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O"
"CHEMBL4112929";"MILVEXIAN";"BMS 986177|BMS-986177|JNJ-70033093|MILVEXIAN";"BMS 986177|BMS-986177|JNJ-70033093";"2.0";"";"'-xian'";"2019";"coagulation factor XIa inhibitors";"'-xian(-xian)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@@H]1CCC[C@H](n2cnc(-c3cc(Cl)ccc3-n3cc(Cl)nn3)cc2=O)c2cc(ccn2)-c2c(cnn2C(F)F)NC1=O"
"CHEMBL4207489";"SJ-733";"SJ-733|SJ733";"SJ733";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"N#Cc1cc(NC(=O)[C@H]2c3ccccc3C(=O)N(CC(F)(F)F)[C@@H]2c2cccnc2)ccc1F"
"CHEMBL579205";"FLUTEMETAMOL";"FLUTEMETAMOL|[3H]-Flutemetamol";"";"4.0";"Ge Healthcare";"";"2012";"";"";"2013";"";"";"";"";"";"";"US-7270800-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"1";"0";"0";"Prescription Only";"CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F"
"CHEMBL1231124";"AZD-1480";"AZD 1480|AZD-1480|AZD1480";"AZD-1480|AZD1480";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)[nH]n1"
"CHEMBL515";"CHLORAMBUCIL";"AMBOCHLORIN|CB-1348|CHLORAMBUCIL|CHLORAMBUCILUM|CHLORBUTIN|Chlorambucil|ECLORIL|LYMPHOLYSIN|Leukeran|NCI-3088|NSC-3088";"CB-1348|NCI-3088|NSC-3088";"4.0";"Woodward Specialty Llc";"";"";"";"";"1957";"L01AA02";"L01AA - Nitrogen mustard analogues";"L01A - ALKYLATING AGENTS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"Antineoplastic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"1";"Prescription Only";"O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1"
"CHEMBL1201261";"TYROPANOIC ACID";"TYROPANIC ACID|TYROPANOIC ACID|Tyropanoate|Tyropanoic Acid";"";"4.0";"Ge Healthcare";"";"1962";"";"";"1969";"V08AC09";"V08AC - Watersoluble, hepatotropic X-ray contrast media";"V08A - X-RAY CONTRAST MEDIA, IODINATED";"V08 - CONTRAST MEDIA";"V - VARIOUS";"Diagnostic Aid (radiopaque medium, cholecystographic)";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"1";"0";"0";"0";"Discontinued";"CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)O)c1I"
"CHEMBL3989954";"ROSIPTOR";"AQX-1125|AQX-1125 free base|ROSIPTOR";"AQX-1125|AQX-1125 free base";"3.0";"";"'-siptor'";"2017";"Src homology 2-containing inositol-5' phosphatase 1 (SHIP1) activators";"'-siptor(-siptor)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C=C1CC[C@H]2[C@H](CN)[C@@H]([C@@]3(C)CC[C@H](O)C[C@@H]3CO)CC[C@]12C"
"CHEMBL2397415";"ZAVEGEPANT";"BHV-3500|BMS-742413|BMS-742413-01|VAZEGEPANT|ZAVEGEPANT";"BHV-3500|BMS-742413|BMS-742413-01";"3.0";"";"'-gepant'";"2020";"calcitonin gene-related peptide receptor antagonists";"'-gepant(-gepant)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"Cc1cc(C[C@@H](NC(=O)N2CCC(c3cc4ccccc4[nH]c3=O)CC2)C(=O)N2CCN(C3CCN(C)CC3)CC2)cc2cn[nH]c12"
"CHEMBL4650321";"ORELABRUTINIB";"ICP-022|INNOBRUKA|ORELABRUTINIB";"ICP-022";"3.0";"";"'-tinib'";"2021";"tyrosine kinase inhibitors: tyrosine kinase inhibitors Bruton's (Btk) inhibitors";"'-tinib(-tinib (-brutinib))'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"C=CC(=O)N1CCC(c2ccc(C(N)=O)c(-c3ccc(Oc4ccccc4)cc3)n2)CC1"
"CHEMBL1201284";"CINACALCET";"AMG 073|AMG-073|AMG073|CINACALCET|KRN-1493|KRN1493|Sensipar";"AMG 073|AMG-073|AMG073|KRN-1493|KRN1493";"4.0";"Cipla Ltd|The Acme Laboratories Ltd|Alkem Laboratories Ltd|Watson Laboratories Inc An Indirect Wholly Owned Sub Of Teva Pharmaceuticals Usa Inc|Piramal Healthcare Uk Ltd|Sun Pharmaceutical Industries Ltd|Accord Healthcare Inc|Aurobindo Pharma Ltd|Dr Reddys Laboratories Ltd|Hetero Labs Ltd Unit V";"'-calcet'";"2002";"calcium-sensing receptor (CaSR) agonists";"'-calcet(-calcet)'";"2004";"H05BX01";"H05BX - Other anti-parathyroid agents";"H05B - ANTI-PARATHYROID AGENTS";"H05 - CALCIUM HOMEOSTASIS";"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS";"";"US-7829595-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12"
"CHEMBL1235931";"LEVULINIC ACID";"FEMA NO. 2627|LAEVULINIC ACID|LEVULINIC ACID|NSC-3716";"FEMA NO. 2627|NSC-3716";"3.0";"";"";"";"";"";"";"";"";"";"";"";"Replenisher (calcium)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CC(=O)CCC(=O)O"
"CHEMBL1206232";"FOSBRETABULIN";"COMBRETASTATIN A-4 PHOSPHATE|COMBRETASTATIN A4 PHOSPHATE|FOSBRETABULIN|PHOSBRETABULIN";"";"3.0";"";"'-bulin; fos-'";"2008";"antineoplastics (mitotic inhibitors; tubulin binders); phosphoro-derivatives";"'-bulin(-bulin); fos-(fos-)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"1";"0";"0";"0";"0";"Unknown";"COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)(O)O"
"CHEMBL1201295";"BITOLTEROL";"BITOLTEROL|Bitolterol";"";"4.0";"Sanofi Aventis Us Llc";"'-terol'";"1975";"bronchodilators (phenethylamine derivatives)";"'-terol(-terol)'";"1984";"R03AC17";"R03AC - Selective beta-2-adrenoreceptor agonists";"R03A - ADRENERGICS, INHALANTS";"R03 - DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES";"R - RESPIRATORY SYSTEM";"Bronchodilator";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"1";"0";"0";"1";"0";"Discontinued";"Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1"
"CHEMBL4650327";"GOVORESTAT";"AT-007|AT007|GOVORESTAT";"AT-007|AT007";"3.0";"";"'-stat'";"2022";"enzyme inhibitors: aldose-reductase inhibitors";"'-stat(-stat (-restat))'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2cscc12"
"CHEMBL109831";"DEXELVUCITABINE";"DEXELVUCITABINE|DPC-817|INCB-8721|Reverset|YZ-817";"DPC-817|INCB-8721|YZ-817";"2.0";"";"'-citabine'";"2005";"nucleoside antiviral or antineoplastic agents, cytarabine or azarabine derivatives";"'-citabine(-citabine)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"Nc1nc(=O)n([C@H]2C=C[C@@H](CO)O2)cc1F"
"CHEMBL4650339";"DALOSIRVAT";"DALOSIRVAT|SM-04554|SM04554";"SM-04554|SM04554";"2.0";"";"'-sirvat'";"2021";"silent mating type information regulator (SIRT1) receptor agonists";"'-sirvat(-sirvat)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(CCC(=O)c1ccc2c(c1)OCCO2)c1ccccc1"
"CHEMBL4650349";"CHIGLITAZAR";"CARFLOGLITAZAR, (S)-|CHIGLITAZAR|CS 038|CS-038";"CS 038|CS-038";"3.0";"";"'-glitazar'";"";"peroxisome proliferator activiating receptor (PPAR) agonists (not thiazolidene derivatives)";"'-glitazar(-glitazar)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"O=C(c1ccc(F)cc1)c1ccccc1N[C@@H](Cc1ccc(OCCn2c3ccccc3c3ccccc32)cc1)C(=O)O"
"CHEMBL462547";"URETHANE";"CARBAMIC ACID, ETHYL ESTER|ETHYL CARBAMATE|LEUCETHANE|NSC-746|O-ETHYLURETHANE|PRACARBAMINE|URETHAN|URETHANE";"NSC-746";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Withdrawn";"CCOC(N)=O"
"CHEMBL1512677";"AMYLMETACRESOL";"6-N-AMYL-M-CRESOL|AMYLMETACRESOL|THROATIES";"";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCCCCc1ccc(C)cc1O"
"CHEMBL1443";"NAFCILLIN";"NAFCILLIN|Nafcillin|Nallpen|Unipen";"";"4.0";"Wytells Pharma Private Ltd|Wyeth Ayerst Laboratories|Steriscience Pte Ltd|Glaxosmithkline|Apothecon Inc Div Bristol Myers Squibb|Sagent Pharmaceuticals Inc|Sandoz Inc|Istituto Biochimico Italiano Spa|Watson Laboratories Inc|Fresenius Kabi Ipsum Srl";"'-cillin'";"1963";"penicillins";"'-cillin(-cillin)'";"1965";"J01CF06";"J01CF - Beta-lactamase resistant penicillins";"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"1";"0";"0";"Prescription Only";"CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O"
"CHEMBL1697856";"BUCETIN";"3-HYDROXY-4-BUTYROPHENETIDIDE|3-HYDROXY-P-BUTYROPHENETIDIDE|BETADID|BUCETIN|NSC-320045|NSC-759243";"NSC-320045|NSC-759243";"4.0";"";"";"";"";"";"";"N02BE74 | N02BE04 | N02BE54";"N02BE - Anilides | N02BE - Anilides | N02BE - Anilides";"N02B - OTHER ANALGESICS AND ANTIPYRETICS | N02B - OTHER ANALGESICS AND ANTIPYRETICS | N02B - OTHER ANALGESICS AND ANTIPYRETICS";"N02 - ANALGESICS | N02 - ANALGESICS | N02 - ANALGESICS";"N - NERVOUS SYSTEM | N - NERVOUS SYSTEM | N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Withdrawn";"CCOc1ccc(NC(=O)CC(C)O)cc1"
"CHEMBL4297285";"HEME ARGINATE";"HAEM ARGINATE|HEME ARGINATE";"";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL388590";"BENZBROMARONE";"BENZBROMARON|BENZBROMARONE|BENZPROMARONE|DESURIC|L-2214|MJ 10061|MJ-10061|NARCARICIN MITE|NSC-85433|UROLEAP";"L-2214|MJ 10061|MJ-10061|NSC-85433";"4.0";"";"'-arone'";"1976";"antiarrhythmics";"'-arone(-arone)'";"";"M04AB03";"M04AB - Preparations increasing uric acid excretion";"M04A - ANTIGOUT PREPARATIONS";"M04 - ANTIGOUT PREPARATIONS";"M - MUSCULO-SKELETAL SYSTEM";"Uricosuric";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Withdrawn";"CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1"
